ID	GO_term	GO_name
PF00623	GO:0006351	DNA-templated transcription	process
PF01378	GO:0005618	cell wall	component
PF13853	GO:0004984	olfactory receptor activity	function
PF13853	GO:0016020	membrane	component
PF13853	GO:0007186	G protein-coupled receptor signaling pathway	process
PF00182	GO:0016998	cell wall macromolecule catabolic process	process
PF00182	GO:0006032	chitin catabolic process	process
PF00182	GO:0004568	chitinase activity	function
PF00299	GO:0004867	serine-type endopeptidase inhibitor activity	function
PF00458	GO:0005524	ATP binding	function
PF00458	GO:0006418	tRNA aminoacylation for protein translation	process
PF00458	GO:0004812	aminoacyl-tRNA ligase activity	function
PF01025	GO:0006457	protein folding	process
PF01025	GO:0042803	protein homodimerization activity	function
PF01025	GO:0051087	protein-folding chaperone binding	function
PF01025	GO:0000774	adenyl-nucleotide exchange factor activity	function
PF00274	GO:0006096	glycolytic process	process
PF00274	GO:0004332	fructose-bisphosphate aldolase activity	function
PF00295	GO:0004650	polygalacturonase activity	function
PF00295	GO:0005975	carbohydrate metabolic process	process
PF01006	GO:0044423	virion component	component
PF01006	GO:0016032	viral process	process
PF06617	GO:0006470	protein dephosphorylation	process
PF06617	GO:0004725	protein tyrosine phosphatase activity	function
PF06617	GO:1902751	positive regulation of cell cycle G2/M phase transition	process
PF01005	GO:0003725	double-stranded RNA binding	function
PF00380	GO:0003735	structural constituent of ribosome	function
PF00380	GO:0005840	ribosome	component
PF00380	GO:0006412	translation	process
PF01427	GO:0006508	proteolysis	process
PF01427	GO:0008237	metallopeptidase activity	function
PF01427	GO:0016805	dipeptidase activity	function
PF00609	GO:0004143	diacylglycerol kinase activity	function
PF00609	GO:0007205	protein kinase C-activating G protein-coupled receptor signaling pathway	process
PF00722	GO:0005975	carbohydrate metabolic process	process
PF00722	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	function
PF06316	GO:0044384	host outer membrane	component
PF01129	GO:0106274	NAD+-protein-arginine ADP-ribosyltransferase activity	function
PF01342	GO:0003677	DNA binding	function
PF01116	GO:0008270	zinc ion binding	function
PF01116	GO:0005975	carbohydrate metabolic process	process
PF01116	GO:0016832	aldehyde-lyase activity	function
PF01109	GO:0005576	extracellular region	component
PF01109	GO:0006955	immune response	process
PF01109	GO:0005129	granulocyte macrophage colony-stimulating factor receptor binding	function
PF01109	GO:0008083	growth factor activity	function
PF01346	GO:0006457	protein folding	process
PF02084	GO:0007342	fusion of sperm to egg plasma membrane involved in single fertilization	process
PF00523	GO:0019064	fusion of virus membrane with host plasma membrane	process
PF00516	GO:0019031	viral envelope	component
PF00715	GO:0008083	growth factor activity	function
PF00715	GO:0005134	interleukin-2 receptor binding	function
PF00715	GO:0006955	immune response	process
PF00715	GO:0005576	extracellular region	component
PF01191	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	function
PF01191	GO:0003677	DNA binding	function
PF01191	GO:0006351	DNA-templated transcription	process
PF00513	GO:0005198	structural molecule activity	function
PF00513	GO:0019028	viral capsid	component
PF02073	GO:0004177	aminopeptidase activity	function
PF02073	GO:0006508	proteolysis	process
PF01111	GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	function
PF01184	GO:0016020	membrane	component
PF00196	GO:0006355	regulation of DNA-templated transcription	process
PF00306	GO:0015986	proton motive force-driven ATP synthesis	process
PF00009	GO:0003924	GTPase activity	function
PF00009	GO:0005525	GTP binding	function
PF01104	GO:0016032	viral process	process
PF02040	GO:0016020	membrane	component
PF02040	GO:0015105	arsenite transmembrane transporter activity	function
PF02040	GO:0015700	arsenite transport	process
PF00475	GO:0000105	histidine biosynthetic process	process
PF00475	GO:0004424	imidazoleglycerol-phosphate dehydratase activity	function
PF00343	GO:0005975	carbohydrate metabolic process	process
PF00343	GO:0008184	glycogen phosphorylase activity	function
PF00352	GO:0003677	DNA binding	function
PF00352	GO:0006352	DNA-templated transcription initiation	process
PF01285	GO:0006355	regulation of DNA-templated transcription	process
PF01285	GO:0003700	DNA-binding transcription factor activity	function
PF00883	GO:0046872	metal ion binding	function
PF00883	GO:0070006	metalloaminopeptidase activity	function
PF00883	GO:0006508	proteolysis	process
PF01458	GO:0016226	iron-sulfur cluster assembly	process
PF01219	GO:0016020	membrane	component
PF01219	GO:0016301	kinase activity	function
PF01219	GO:0008654	phospholipid biosynthetic process	process
PF01371	GO:0006355	regulation of DNA-templated transcription	process
PF01371	GO:0003700	DNA-binding transcription factor activity	function
PF00002	GO:0016020	membrane	component
PF00002	GO:0004930	G protein-coupled receptor activity	function
PF00002	GO:0007186	G protein-coupled receptor signaling pathway	process
PF01356	GO:0015066	alpha-amylase inhibitor activity	function
PF00246	GO:0004181	metallocarboxypeptidase activity	function
PF00246	GO:0008270	zinc ion binding	function
PF00246	GO:0006508	proteolysis	process
PF01047	GO:0003700	DNA-binding transcription factor activity	function
PF01047	GO:0006355	regulation of DNA-templated transcription	process
PF12802	GO:0003700	DNA-binding transcription factor activity	function
PF12802	GO:0006355	regulation of DNA-templated transcription	process
PF13463	GO:0003700	DNA-binding transcription factor activity	function
PF13463	GO:0006355	regulation of DNA-templated transcription	process
PF00356	GO:0006355	regulation of DNA-templated transcription	process
PF00356	GO:0003677	DNA binding	function
PF01048	GO:0009116	nucleoside metabolic process	process
PF01048	GO:0003824	catalytic activity	function
PF01113	GO:0009089	lysine biosynthetic process via diaminopimelate	process
PF01113	GO:0008839	4-hydroxy-tetrahydrodipicolinate reductase	function
PF00126	GO:0003700	DNA-binding transcription factor activity	function
PF00126	GO:0006355	regulation of DNA-templated transcription	process
PF03512	GO:0009044	xylan 1,4-beta-xylosidase activity	function
PF03512	GO:0005975	carbohydrate metabolic process	process
PF00770	GO:0006508	proteolysis	process
PF00770	GO:0004197	cysteine-type endopeptidase activity	function
PF00784	GO:0005856	cytoskeleton	component
PF00954	GO:0048544	recognition of pollen	process
PF00685	GO:0008146	sulfotransferase activity	function
PF00280	GO:0009611	response to wounding	process
PF00280	GO:0004867	serine-type endopeptidase inhibitor activity	function
PF00578	GO:0016209	antioxidant activity	function
PF00578	GO:0016491	oxidoreductase activity	function
PF00219	GO:0005576	extracellular region	component
PF02066	GO:0005507	copper ion binding	function
PF02044	GO:0007218	neuropeptide signaling pathway	process
PF00272	GO:0005576	extracellular region	component
PF00272	GO:0019731	antibacterial humoral response	process
PF00228	GO:0004867	serine-type endopeptidase inhibitor activity	function
PF00228	GO:0005576	extracellular region	component
PF00590	GO:0008168	methyltransferase activity	function
PF02058	GO:0005576	extracellular region	component
PF02058	GO:0030250	guanylate cyclase activator activity	function
PF00819	GO:0044564	envenomation resulting in occlusion of the pore of voltage-gated potassium channel in another organism	process
PF00115	GO:0009060	aerobic respiration	process
PF00115	GO:0016020	membrane	component
PF00115	GO:0020037	heme binding	function
PF00115	GO:0004129	cytochrome-c oxidase activity	function
PF01410	GO:0005201	extracellular matrix structural constituent	function
PF01081	GO:0016829	lyase activity	function
PF00908	GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity	function
PF00255	GO:0006979	response to oxidative stress	process
PF00255	GO:0004602	glutathione peroxidase activity	function
PF00871	GO:0016310	phosphorylation	process
PF00871	GO:0016774	phosphotransferase activity, carboxyl group as acceptor	function
PF00871	GO:0016301	kinase activity	function
PF00682	GO:0003824	catalytic activity	function
PF01283	GO:0003735	structural constituent of ribosome	function
PF01283	GO:0006412	translation	process
PF01283	GO:0005840	ribosome	component
PF00448	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	process
PF00448	GO:0005525	GTP binding	function
PF01231	GO:0020037	heme binding	function
PF01369	GO:0032012	regulation of ARF protein signal transduction	process
PF01369	GO:0005085	guanyl-nucleotide exchange factor activity	function
PF03122	GO:0005198	structural molecule activity	function
PF03122	GO:0019028	viral capsid	component
PF01159	GO:0003735	structural constituent of ribosome	function
PF01159	GO:0006412	translation	process
PF01159	GO:0005840	ribosome	component
PF00407	GO:0006952	defense response	process
PF00884	GO:0008484	sulfuric ester hydrolase activity	function
PF02140	GO:0030246	carbohydrate binding	function
PF00127	GO:0005507	copper ion binding	function
PF00127	GO:0009055	electron transfer activity	function
PF00802	GO:0055036	virion membrane	component
PF00944	GO:0006508	proteolysis	process
PF00944	GO:0004252	serine-type endopeptidase activity	function
PF00421	GO:0009521	photosystem	component
PF00421	GO:0016020	membrane	component
PF00421	GO:0016168	chlorophyll binding	function
PF00421	GO:0019684	photosynthesis, light reaction	process
PF00421	GO:0009767	photosynthetic electron transport chain	process
PF01120	GO:0005975	carbohydrate metabolic process	process
PF01120	GO:0004560	alpha-L-fucosidase activity	function
PF00943	GO:0019028	viral capsid	component
PF00943	GO:0005198	structural molecule activity	function
PF00729	GO:0019028	viral capsid	component
PF00729	GO:0005198	structural molecule activity	function
PF00608	GO:0019062	virion attachment to host cell	process
PF01234	GO:0008168	methyltransferase activity	function
PF01440	GO:0005198	structural molecule activity	function
PF01440	GO:0019028	viral capsid	component
PF00836	GO:0031110	regulation of microtubule polymerization or depolymerization	process
PF00659	GO:0005515	protein binding	function
PF01258	GO:0008270	zinc ion binding	function
PF02067	GO:0046872	metal ion binding	function
PF01422	GO:0008270	zinc ion binding	function
PF01422	GO:0005634	nucleus	component
PF00601	GO:0039675	exit of virus from host cell nucleus through nuclear pore	process
PF00042	GO:0020037	heme binding	function
PF00340	GO:0006955	immune response	process
PF00340	GO:0006954	inflammatory response	process
PF00340	GO:0005615	extracellular space	component
PF00340	GO:0005125	cytokine activity	function
PF02165	GO:0006355	regulation of DNA-templated transcription	process
PF02165	GO:0005634	nucleus	component
PF00541	GO:0019028	viral capsid	component
PF00541	GO:0019062	virion attachment to host cell	process
PF00184	GO:0005576	extracellular region	component
PF00184	GO:0005185	neurohypophyseal hormone activity	function
PF00661	GO:0019068	virion assembly	process
PF00661	GO:0005198	structural molecule activity	function
PF01446	GO:0003677	DNA binding	function
PF01446	GO:0006260	DNA replication	process
PF01086	GO:0005198	structural molecule activity	function
PF01086	GO:0006886	intracellular protein transport	process
PF01086	GO:0030132	clathrin coat of coated pit	component
PF01086	GO:0016192	vesicle-mediated transport	process
PF01086	GO:0030130	clathrin coat of trans-Golgi network vesicle	component
PF00629	GO:0016020	membrane	component
PF00636	GO:0006396	RNA processing	process
PF00636	GO:0004525	ribonuclease III activity	function
PF14622	GO:0006396	RNA processing	process
PF14622	GO:0004525	ribonuclease III activity	function
PF00331	GO:0005975	carbohydrate metabolic process	process
PF00331	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	function
PF00187	GO:0008061	chitin binding	function
PF00993	GO:0016020	membrane	component
PF00993	GO:0042613	MHC class II protein complex	component
PF00993	GO:0019882	antigen processing and presentation	process
PF00993	GO:0006955	immune response	process
PF00093	GO:0005515	protein binding	function
PF00603	GO:0003723	RNA binding	function
PF00603	GO:0039694	viral RNA genome replication	process
PF00321	GO:0006952	defense response	process
PF00789	GO:0005515	protein binding	function
PF00762	GO:0006783	heme biosynthetic process	process
PF00762	GO:0004325	ferrochelatase activity	function
PF00676	GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	function
PF00503	GO:0003924	GTPase activity	function
PF00503	GO:0031683	G-protein beta/gamma-subunit complex binding	function
PF00503	GO:0019001	guanyl nucleotide binding	function
PF00503	GO:0007186	G protein-coupled receptor signaling pathway	process
PF01477	GO:0005515	protein binding	function
PF01426	GO:0003682	chromatin binding	function
PF00669	GO:0005198	structural molecule activity	function
PF00975	GO:0009058	biosynthetic process	process
PF08220	GO:0006355	regulation of DNA-templated transcription	process
PF08220	GO:0003700	DNA-binding transcription factor activity	function
PF00873	GO:0055085	transmembrane transport	process
PF00873	GO:0016020	membrane	component
PF00873	GO:0022857	transmembrane transporter activity	function
PF00552	GO:0003676	nucleic acid binding	function
PF01652	GO:0003723	RNA binding	function
PF01652	GO:0006413	translational initiation	process
